det(intake-3, The-1)
dobj(inhibit-22, system-27)
case(dose-30, at-28)
det(dose-30, a-29)
nmod(inhibit-22, dose-30)
case(mg-33, of-31)
nummod(mg-33, 2-32)
nmod(dose-30, mg-33)
punct(inhibit-22, /-34)
compound(day-37, kg-35)
punct(day-37, /-36)
nmod:tmod(inhibit-22, day-37)
punct(found-20, .-38)

advmod(has-4, Therefore-1)
punct(has-4, ,-2)
nsubj(has-4, diphenoxylate-3)
root(ROOT-0, has-4)
det(potential-6, the-5)
dobj(has-4, potential-6)
mark(prolong-8, to-7)
acl(potential-6, prolong-8)
det(half-11, the-9)
amod(half-11, biological-10)
dobj(prolong-8, half-11)
punct(half-11, --12)
dep(half-11, lives-13)
case(drugs-15, of-14)
nmod(lives-13, drugs-15)
case(which-17, for-16)
nmod(dependent-23, which-17)
det(rate-19, the-18)
nsubj(dependent-23, rate-19)
case(elimination-21, of-20)
nmod(rate-19, elimination-21)
cop(dependent-23, is-22)
acl:relcl(drugs-15, dependent-23)
case(drug-27, on-24)
det(drug-27, the-25)
amod(drug-27, microsomal-26)
nmod(dependent-23, drug-27)
amod(system-30, metabolizing-28)
compound(system-30, enzyme-29)
dep(drug-27, system-30)
punct(has-4, .-31)

nsubjpass(performed-12, Interacts-1)
case(studies-9, with-2)
amod(studies-9, valproic-3)
compound(studies-9, acid-4)
neg(studies-9, No-5)
amod(studies-9, formal-6)
compound(studies-9, drug-7)
compound(studies-9, interaction-8)
nmod(Interacts-1, studies-9)
aux(performed-12, have-10)
auxpass(performed-12, been-11)
root(ROOT-0, performed-12)
case(Cetrotide-14, with-13)
nmod(performed-12, Cetrotide-14)
punct(performed-12, .-15)

aux(interact-2, May-1)
root(ROOT-0, interact-2)
case(following-5, with-3)
det(following-5, the-4)
nmod(interact-2, following-5)
punct(interact-2, :-6)
compound(agents-11, beta-7)
punct(agents-11, --8)
amod(agents-11, adrenergic-9)
amod(agents-11, blocking-10)
dep(interact-2, agents-11)
punct(make-16, -LRB--12)
det(medicines-14, these-13)
nsubj(make-16, medicines-14)
aux(make-16, may-15)
dep(agents-11, make-16)
nmod:poss(condition-18, your-17)
nsubj(worse-19, condition-18)
xcomp(make-16, worse-19)
cc(make-16, and-20)
conj(make-16, prevent-21)
det(bronchodilators-24, the-22)
amod(bronchodilators-24, adrenergic-23)
dobj(prevent-21, bronchodilators-24)
mark(working-26, from-25)
advcl(prevent-21, working-26)
advmod(working-26, properly-27)
punct(make-16, -RRB--28)
cc(agents-11, and-29)
conj(agents-11, disopyramide-30)
punct(disopyramide-30, ,-31)
conj(disopyramide-30, quinidine-32)
punct(disopyramide-30, ,-33)
conj(disopyramide-30, phenothiazines-34)
punct(disopyramide-30, ,-35)
cc(disopyramide-30, and-36)
conj(disopyramide-30, procainamide-37)
punct(increase-42, -LRB--38)
det(medicines-40, these-39)
nsubj(increase-42, medicines-40)
aux(increase-42, may-41)
dep(disopyramide-30, increase-42)
det(risk-44, the-43)
dobj(increase-42, risk-44)
case(problems-47, of-45)
compound(problems-47, heart-46)
nmod(risk-44, problems-47)
punct(increase-42, -RRB--48)
punct(interact-2, .-49)

root(ROOT-0, Interactions-1)
case(B3-4, for-2)
compound(B3-4, Vitamin-3)
nmod(Interactions-1, B3-4)
punct(Niacin-6, -LRB--5)
appos(B3-4, Niacin-6)
punct(Niacin-6, -RRB--7)
punct(Interactions-1, :-8)
amod(Therapy-10, Antihypertensive-9)
dep(Interactions-1, Therapy-10)
punct(Therapy-10, :-11)
amod(acid-13, Nicotinic-12)
nsubj(potentiate-15, acid-13)
aux(potentiate-15, may-14)
appos(Therapy-10, potentiate-15)
det(effects-17, the-16)
dobj(potentiate-15, effects-17)
case(agents-21, of-18)
amod(agents-21, ganglionic-19)
amod(agents-21, blocking-20)
nmod(effects-17, agents-21)
cc(agents-21, and-22)
amod(drugs-24, vasoactive-23)
conj(agents-21, drugs-24)
acl(agents-21, resulting-25)
case(hypotension-28, in-26)
amod(hypotension-28, postural-27)
nmod(resulting-25, hypotension-28)
punct(Interactions-1, .-29)

root(ROOT-0, Aspirin-1)
punct(Aspirin-1, :-2)
amod(aspirin-4, Concomitant-3)
nsubj(decrease-6, aspirin-4)
aux(decrease-6, may-5)
dep(Aspirin-1, decrease-6)
det(clearance-9, the-7)
amod(clearance-9, metabolic-8)
dobj(decrease-6, clearance-9)
case(acid-12, of-10)
amod(acid-12, nicotinic-11)
nmod(clearance-9, acid-12)
punct(Aspirin-1, .-13)

det(relevance-3, The-1)
amod(relevance-3, clinical-2)
nsubj(unclear-8, relevance-3)
case(finding-6, of-4)
det(finding-6, this-5)
nmod(relevance-3, finding-6)
cop(unclear-8, is-7)
root(ROOT-0, unclear-8)
punct(unclear-8, .-9)

root(ROOT-0, Other-1)
punct(Other-1, :-2)
amod(alcohol-4, Concomitant-3)
nsubj(increase-9, alcohol-4)
cc(alcohol-4, or-5)
amod(drinks-7, hot-6)
conj(alcohol-4, drinks-7)
aux(increase-9, may-8)
parataxis(Other-1, increase-9)
det(effects-12, the-10)
amod(effects-12, side-11)
dobj(increase-9, effects-12)
case(flushing-14, of-13)
nmod(effects-12, flushing-14)
cc(flushing-14, and-15)
conj(flushing-14, pruritus-16)
cc(increase-9, and-17)
aux(avoided-20, should-18)
auxpass(avoided-20, be-19)
conj(increase-9, avoided-20)
case(time-23, at-21)
det(time-23, the-22)
nmod(avoided-20, time-23)
case(ingestion-26, of-24)
compound(ingestion-26, drug-25)
nmod(time-23, ingestion-26)
punct(Other-1, .-27)

det(agents-3, The-1)
amod(agents-3, following-2)
nsubj(increase-5, agents-3)
aux(increase-5, may-4)
root(ROOT-0, increase-5)
amod(actions-7, certain-6)
dobj(increase-5, actions-7)
cc(actions-7, or-8)
amod(effects-10, side-9)
conj(actions-7, effects-10)
case(drugs-13, of-11)
amod(drugs-13, anticholinergic-12)
nmod(effects-10, drugs-13)
punct(increase-5, .-14)

compound(agents-3, amantadine-1)
amod(agents-3, antiarrhythmic-2)
root(ROOT-0, agents-3)
case(class-5, of-4)
nmod(agents-3, class-5)
punct(e-7, -LRB--6)
appos(class-5, e-7)
punct(e-7, .-8)

root(ROOT-0, g-1)
punct(g-1, .-2)

root(ROOT-0, quinidine-1)
punct(quinidine-1, -RRB--2)
punct(quinidine-1, ,-3)
compound(agents-6, antihistamines-4)
amod(agents-6, antipsychotic-5)
root(,-3, agents-6)
punct(e-8, -LRB--7)
appos(agents-6, e-8)
punct(e-8, .-9)

root(ROOT-0, g-1)
punct(g-1, .-2)

root(ROOT-0, phenothiazines-1)
punct(phenothiazines-1, -RRB--2)
punct(phenothiazines-1, ,-3)
appos(phenothiazines-1, benzodiazepines-4)
punct(phenothiazines-1, .-5)

compound(inhibitors-2, MAO-1)
root(ROOT-0, inhibitors-2)
punct(inhibitors-2, ,-3)
amod(analgesics-5, narcotic-4)
appos(inhibitors-2, analgesics-5)
punct(e-7, -LRB--6)
appos(analgesics-5, e-7)
punct(e-7, .-8)

root(ROOT-0, g-1)
punct(g-1, .-2)

punct(meperidine-2, ,-1)
root(ROOT-0, meperidine-2)
punct(meperidine-2, -RRB--3)
punct(meperidine-2, ,-4)
appos(meperidine-2, nitrates-5)
cc(nitrates-5, and-6)
conj(nitrates-5, nitrites-7)
punct(meperidine-2, ,-8)
amod(agents-10, sympathomimetic-9)
appos(meperidine-2, agents-10)
punct(meperidine-2, ,-11)
amod(antidepressants-13, tricyclic-12)
appos(meperidine-2, antidepressants-13)
punct(meperidine-2, ,-14)
cc(meperidine-2, and-15)
amod(drugs-17, other-16)
nsubj(having-18, drugs-17)
conj(meperidine-2, having-18)
amod(activity-20, anticholinergic-19)
dobj(having-18, activity-20)
punct(meperidine-2, .-21)

nsubj(antagonize-2, Anticholinergics-1)
root(ROOT-0, antagonize-2)
det(effects-4, the-3)
dobj(antagonize-2, effects-4)
case(agents-7, of-5)
compound(agents-7, antiglaucoma-6)
nmod(effects-4, agents-7)
punct(antagonize-2, .-8)

amod(drugs-2, Anticholinergic-1)
nsubj(hazardous-12, drugs-2)
case(presence-5, in-3)
det(presence-5, the-4)
nmod(drugs-2, presence-5)
case(pressure-9, of-6)
amod(pressure-9, increased-7)
amod(pressure-9, intraocular-8)
nmod(presence-5, pressure-9)
aux(hazardous-12, may-10)
cop(hazardous-12, be-11)
root(ROOT-0, hazardous-12)
advmod(taken-14, when-13)
advcl(hazardous-12, taken-14)
advmod(taken-14, concurrently-15)
case(agents-17, with-16)
nmod(taken-14, agents-17)
case(costeroids-21, such-18)
mwe(such-18, as-19)
compound(costeroids-21, corti-20)
nmod(agents-17, costeroids-21)
punct(hazardous-12, .-22)
punct(hazardous-12, .-23)

amod(agents-2, Anticholinergic-1)
nsubj(affect-4, agents-2)
aux(affect-4, may-3)
root(ROOT-0, affect-4)
amod(absorption-6, gastrointestinal-5)
dobj(affect-4, absorption-6)
case(drugs-9, of-7)
amod(drugs-9, various-8)
nmod(absorption-6, drugs-9)
punct(drugs-9, ,-10)
case(forms-16, such-11)
mwe(such-11, as-12)
advmod(dissolving-14, slowly-13)
amod(forms-16, dissolving-14)
compound(forms-16, dosage-15)
nmod(drugs-9, forms-16)
case(digoxin-18, of-17)
nmod(forms-16, digoxin-18)
punct(affect-4, ;-19)
amod(concentrations-23, increased-20)
compound(concentrations-23, serum-21)
compound(concentrations-23, digoxin-22)
nsubj(result-25, concentrations-23)
aux(result-25, may-24)
parataxis(affect-4, result-25)
punct(affect-4, .-26)

amod(drugs-2, Anticholinergic-1)
nsubj(antagonize-4, drugs-2)
aux(antagonize-4, may-3)
root(ROOT-0, antagonize-4)
det(effects-6, the-5)
dobj(antagonize-4, effects-6)
case(drugs-9, of-7)
det(drugs-9, the-8)
nmod(effects-6, drugs-9)
nsubj(alter-11, that-10)
acl:relcl(drugs-9, alter-11)
amod(motility-13, gastrointestinal-12)
dobj(alter-11, motility-13)
punct(motility-13, ,-14)
case(metoclopramide-17, such-15)
mwe(such-15, as-16)
nmod(motility-13, metoclopramide-17)
punct(antagonize-4, .-18)

mark(interfere-4, Because-1)
nsubj(interfere-4, antacids-2)
aux(interfere-4, may-3)
advcl(avoided-19, interfere-4)
case(absorption-7, with-5)
det(absorption-7, the-6)
nmod(interfere-4, absorption-7)
case(agents-10, of-8)
amod(agents-10, anticholinergic-9)
nmod(absorption-7, agents-10)
punct(avoided-19, ,-11)
amod(use-13, simultaneous-12)
nsubjpass(avoided-19, use-13)
case(drugs-16, of-14)
det(drugs-16, these-15)
nmod(use-13, drugs-16)
aux(avoided-19, should-17)
auxpass(avoided-19, be-18)
root(ROOT-0, avoided-19)
punct(avoided-19, .-20)

det(effects-3, The-1)
amod(effects-3, inhibiting-2)
nsubjpass(antagonized-13, effects-3)
case(drugs-6, of-4)
amod(drugs-6, anticholinergic-5)
nmod(effects-3, drugs-6)
case(secretion-11, on-7)
amod(secretion-11, gastric-8)
amod(secretion-11, hydrochloric-9)
compound(secretion-11, acid-10)
nmod(effects-3, secretion-11)
auxpass(antagonized-13, are-12)
root(ROOT-0, antagonized-13)
case(agents-15, by-14)
nmod(antagonized-13, agents-15)
acl(agents-15, used-16)
mark(treat-18, to-17)
xcomp(used-16, treat-18)
dobj(treat-18, achlorhydria-19)
cc(achlorhydria-19, and-20)
conj(achlorhydria-19, those-21)
acl(those-21, used-22)
mark(test-24, to-23)
xcomp(used-22, test-24)
amod(secretion-26, gastric-25)
dobj(test-24, secretion-26)
punct(antagonized-13, .-27)

neg(adjustment-3, No-1)
compound(adjustment-3, dose-2)
nsubj(necessary-5, adjustment-3)
cop(necessary-5, is-4)
root(ROOT-0, necessary-5)
advmod(added-9, when-6)
nsubjpass(added-9, Simulect-7)
auxpass(added-9, is-8)
advcl(necessary-5, added-9)
case(regimens-14, to-10)
amod(regimens-14, triple-11)
punct(regimens-14, --12)
compound(regimens-14, immunosuppression-13)
nmod(added-9, regimens-14)
case(cyclosporine-16, including-15)
nmod(regimens-14, cyclosporine-16)
punct(cyclosporine-16, ,-17)
conj(cyclosporine-16, corticosteroids-18)
punct(cyclosporine-16, ,-19)
cc(cyclosporine-16, and-20)
cc:preconj(azathioprine-22, either-21)
conj(cyclosporine-16, azathioprine-22)
cc(azathioprine-22, or-23)
compound(mofetil-25, mycophenolate-24)
conj(azathioprine-22, mofetil-25)
punct(necessary-5, .-26)

nummod(trials-3, Three-1)
amod(trials-3, clinical-2)
nsubj(investigated-5, trials-3)
aux(investigated-5, have-4)
root(ROOT-0, investigated-5)
amod(use-7, Simulect-6)
dobj(investigated-5, use-7)
case(combination-9, in-8)
nmod(investigated-5, combination-9)
case(regimens-14, with-10)
amod(regimens-14, triple-11)
punct(regimens-14, --12)
compound(regimens-14, therapy-13)
nmod(combination-9, regimens-14)
punct(investigated-5, .-15)

nsubjpass(assessed-3, Pharmacokinetics-1)
auxpass(assessed-3, were-2)
root(ROOT-0, assessed-3)
case(two-5, in-4)
nmod(assessed-3, two-5)
case(trials-8, of-6)
det(trials-8, these-7)
nmod(two-5, trials-8)
punct(assessed-3, .-9)

amod(clearance-3, Total-1)
compound(clearance-3, body-2)
nsubjpass(reduced-7, clearance-3)
case(Simulect-5, of-4)
nmod(clearance-3, Simulect-5)
auxpass(reduced-7, was-6)
root(ROOT-0, reduced-7)
case(%-12, by-8)
det(%-12, an-9)
amod(%-12, average-10)
nummod(%-12, 22-11)
nmod(reduced-7, %-12)
cc(%-12, and-13)
nummod(%-15, 51-14)
conj(%-12, %-15)
advmod(added-25, when-16)
nsubjpass(added-25, azathioprine-17)
cc(azathioprine-17, and-18)
conj(azathioprine-17, mycophenolate-19)
dep(azathioprine-17, mofetil-20)
punct(azathioprine-17, ,-21)
advmod(azathioprine-17, respectively-22)
punct(azathioprine-17, ,-23)
auxpass(added-25, were-24)
advcl(reduced-7, added-25)
case(regimen-28, to-26)
det(regimen-28, a-27)
nmod(added-25, regimen-28)
acl(regimen-28, consisting-29)
case(cyclosporine-31, of-30)
nmod(consisting-29, cyclosporine-31)
punct(cyclosporine-31, ,-32)
conj(cyclosporine-31, USP-33)
punct(MODIFIED-35, -LRB--34)
dep(USP-33, MODIFIED-35)
punct(MODIFIED-35, -RRB--36)
cc(cyclosporine-31, and-37)
conj(cyclosporine-31, corticosteroids-38)
punct(reduced-7, .-39)

advmod(extend-36, Nonetheless-1)
punct(extend-36, ,-2)
det(range-4, the-3)
nsubj(extend-36, range-4)
case(values-9, of-5)
amod(values-9, individual-6)
amod(values-9, Simulect-7)
compound(values-9, clearance-8)
nmod(range-4, values-9)
case(azathioprine-14, in-10)
dep(azathioprine-14, the-11)
dep(azathioprine-14, presence-12)
case(azathioprine-14, of-13)
nmod(range-4, azathioprine-14)
punct(mL-19, -LRB--15)
nummod(mL-19, 12-16)
punct(mL-19, --17)
nummod(mL-19, 57-18)
dep(azathioprine-14, mL-19)
punct(mL-19, /-20)
dep(mL-19, h-21)
punct(mL-19, -RRB--22)
cc(azathioprine-14, or-23)
compound(mofetil-25, mycophenolate-24)
conj(azathioprine-14, mofetil-25)
punct(mL-30, -LRB--26)
nummod(mL-30, 7-27)
punct(mL-30, --28)
nummod(mL-30, 54-29)
dep(mofetil-25, mL-30)
punct(mL-30, /-31)
dep(mL-30, h-32)
punct(mL-30, -RRB--33)
aux(extend-36, did-34)
neg(extend-36, not-35)
root(ROOT-0, extend-36)
case(range-39, outside-37)
det(range-39, the-38)
nmod(extend-36, range-39)
acl(range-39, observed-40)
case(therapy-43, with-41)
amod(therapy-43, dual-42)
nmod(observed-40, therapy-43)
punct(mL-48, -LRB--44)
nummod(mL-48, 10-45)
punct(mL-48, --46)
nummod(mL-48, 78-47)
dep(therapy-43, mL-48)
punct(mL-48, /-49)
dep(mL-48, h-50)
punct(mL-48, -RRB--51)
punct(extend-36, .-52)

det(medications-3, The-1)
amod(medications-3, following-2)
nsubjpass(administered-6, medications-3)
aux(administered-6, have-4)
auxpass(administered-6, been-5)
root(ROOT-0, administered-6)
case(trials-9, in-7)
amod(trials-9, clinical-8)
nmod(administered-6, trials-9)
case(Simulect-11, with-10)
nmod(trials-9, Simulect-11)
case(increase-14, with-12)
neg(increase-14, no-13)
nmod(administered-6, increase-14)
case(reactions-17, in-15)
amod(reactions-17, adverse-16)
nmod(increase-14, reactions-17)
punct(administered-6, :-18)
compound(ALG-21, ATG-19)
punct(ALG-21, /-20)
parataxis(administered-6, ALG-21)
punct(ALG-21, ,-22)
conj(ALG-21, azathioprine-23)
punct(ALG-21, ,-24)
conj(ALG-21, corticosteroids-25)
punct(ALG-21, ,-26)
conj(ALG-21, cyclosporine-27)
punct(ALG-21, ,-28)
compound(mofetil-30, mycophenolate-29)
conj(ALG-21, mofetil-30)
punct(ALG-21, ,-31)
cc(ALG-21, and-32)
compound(CD3-35, muromonab-33)
punct(CD3-35, --34)
conj(ALG-21, CD3-35)
punct(administered-6, .-36)

compound(levels-8, Geocillin-1)
punct(sodium-5, -LRB--2)
compound(sodium-5, carbenicillin-3)
compound(sodium-5, indanyl-4)
appos(Geocillin-1, sodium-5)
punct(sodium-5, -RRB--6)
compound(levels-8, blood-7)
nsubjpass(increased-11, levels-8)
aux(increased-11, may-9)
auxpass(increased-11, be-10)
root(ROOT-0, increased-11)
cc(increased-11, and-12)
conj(increased-11, prolonged-13)
case(administration-16, by-14)
amod(administration-16, concurrent-15)
nmod(prolonged-13, administration-16)
case(probenecid-18, of-17)
nmod(administration-16, probenecid-18)
punct(increased-11, .-19)

compound(Interactions-2, Drug-1)
root(ROOT-0, Interactions-2)
case(Beta-4, with-3)
nmod(Interactions-2, Beta-4)
punct(Beta-4, --5)
dep(Beta-4, Blockers-6)
punct(Interactions-2, :-7)
amod(use-9, Concomitant-8)
dep(Interactions-2, use-9)
case(fenoldopam-11, of-10)
nmod(use-9, fenoldopam-11)
case(beta-13, with-12)
nmod(use-9, beta-13)
punct(use-9, --14)
nsubjpass(avoided-18, blockers-15)
aux(avoided-18, should-16)
auxpass(avoided-18, be-17)
dep(use-9, avoided-18)
punct(Interactions-2, .-19)

mark(used-5, If-1)
det(drugs-3, the-2)
nsubjpass(used-5, drugs-3)
auxpass(used-5, are-4)
advcl(exercised-11, used-5)
advmod(used-5, together-6)
punct(exercised-11, ,-7)
nsubjpass(exercised-11, caution-8)
aux(exercised-11, should-9)
auxpass(exercised-11, be-10)
root(ROOT-0, exercised-11)
mark(result-16, because-12)
amod(hypotension-14, unexpected-13)
nsubj(result-16, hypotension-14)
aux(result-16, could-15)
advcl(exercised-11, result-16)
case(beta-18, from-17)
nmod(result-16, beta-18)
punct(beta-18, --19)
compound(inhibition-21, blocker-20)
dep(beta-18, inhibition-21)
case(response-26, of-22)
det(response-26, the-23)
amod(response-26, sympathetic-24)
amod(response-26, reflex-25)
nmod(inhibition-21, response-26)
case(fenoldopam-28, to-27)
nmod(response-26, fenoldopam-28)
punct(exercised-11, .-29)

compound(Interactions-2, Drug-1)
root(ROOT-0, Interactions-2)
punct(Interactions-2, ,-3)
appos(Interactions-2, General-4)
punct(Interactions-2, :-5)
mark(studies-13, Although-6)
expl(studies-13, there-7)
aux(studies-13, have-8)
cop(studies-13, been-9)
neg(studies-13, no-10)
amod(studies-13, formal-11)
compound(studies-13, interaction-12)
advcl(administered-19, studies-13)
punct(administered-19, ,-14)
amod(fenoldopam-16, intravenous-15)
nsubjpass(administered-19, fenoldopam-16)
aux(administered-19, has-17)
auxpass(administered-19, been-18)
dep(Interactions-2, administered-19)
advmod(administered-19, safely-20)
case(drugs-22, with-21)
nmod(administered-19, drugs-22)
case(digitalis-25, such-23)
mwe(such-23, as-24)
nmod(drugs-22, digitalis-25)
cc(digitalis-25, and-26)
amod(nitroglycerin-28, sublingual-27)
conj(digitalis-25, nitroglycerin-28)
punct(Interactions-2, .-29)

expl(is-2, There-1)
root(ROOT-0, is-2)
amod(experience-4, limited-3)
nsubj(is-2, experience-4)
case(agents-8, with-5)
amod(agents-8, concomitant-6)
amod(agents-8, antihypertensive-7)
nmod(experience-4, agents-8)
case(alpha-11, such-9)
mwe(such-9, as-10)
nmod(agents-8, alpha-11)
punct(alpha-11, --12)
dep(alpha-11, blockers-13)
punct(alpha-11, ,-14)
compound(channel-16, calcium-15)
conj(alpha-11, channel-16)
punct(alpha-11, --17)
conj(alpha-11, blockers-18)
punct(alpha-11, ,-19)
compound(inhibitors-21, ACE-20)
conj(alpha-11, inhibitors-21)
punct(alpha-11, ,-22)
cc(alpha-11, and-23)
conj(alpha-11, diuretics-24)
punct(thiazide-27, -LRB--25)
cc:preconj(thiazide-27, both-26)
dep(agents-8, thiazide-27)
punct(thiazide-27, --28)
dep(thiazide-27, like-29)
cc(like-29, and-30)
conj(like-29, loop-31)
punct(thiazide-27, -RRB--32)
punct(is-2, .-33)

neg(interactions-4, No-1)
amod(interactions-4, significant-2)
compound(interactions-4, drug-3)
nsubjpass(reported-7, interactions-4)
aux(reported-7, have-5)
auxpass(reported-7, been-6)
root(ROOT-0, reported-7)
case(studies-9, in-8)
nmod(reported-7, studies-9)
case(cilexetil-12, of-10)
compound(cilexetil-12, candesartan-11)
nmod(studies-9, cilexetil-12)
acl(studies-9, given-13)
case(drugs-16, with-14)
amod(drugs-16, other-15)
nmod(given-13, drugs-16)
case(glyburide-19, such-17)
mwe(such-17, as-18)
nmod(drugs-16, glyburide-19)
punct(glyburide-19, ,-20)
conj(glyburide-19, nifedipine-21)
punct(glyburide-19, ,-22)
conj(glyburide-19, digoxin-23)
punct(glyburide-19, ,-24)
conj(glyburide-19, warfarin-25)
punct(glyburide-19, ,-26)
conj(glyburide-19, hydrochlorothiazide-27)
punct(glyburide-19, ,-28)
cc(glyburide-19, and-29)
amod(contraceptives-31, oral-30)
conj(glyburide-19, contraceptives-31)
case(volunteers-34, in-32)
amod(volunteers-34, healthy-33)
nmod(drugs-16, volunteers-34)
punct(reported-7, ,-35)
cc(reported-7, or-36)
case(enalapril-39, given-37)
case(enalapril-39, with-38)
conj(reported-7, enalapril-39)
case(patients-41, to-40)
nmod(enalapril-39, patients-41)
case(failure-44, with-42)
compound(failure-44, heart-43)
nmod(patients-41, failure-44)
punct(class-47, -LRB--45)
compound(class-47, NYHA-46)
dep(failure-44, class-47)
nummod(class-47, II-48)
cc(class-47, and-49)
conj(class-47, III-50)
punct(class-47, -RRB--51)
punct(reported-7, .-52)

mark(metabolized-6, Because-1)
nsubjpass(metabolized-6, candesartan-2)
auxpass(metabolized-6, is-3)
neg(metabolized-6, not-4)
advmod(metabolized-6, significantly-5)
advcl(expected-37, metabolized-6)
case(system-11, by-7)
det(system-11, the-8)
compound(system-11, cytochrome-9)
compound(system-11, P450-10)
nmod(metabolized-6, system-11)
cc(system-11, and-12)
case(concentrations-15, at-13)
amod(concentrations-15, therapeutic-14)
conj(system-11, concentrations-15)
aux(expected-37, has-16)
neg(effects-18, no-17)
dobj(has-16, effects-18)
case(enzymes-21, on-19)
compound(enzymes-21, P450-20)
nmod(has-16, enzymes-21)
punct(has-16, ,-22)
nsubjpass(expected-37, interactions-23)
case(drugs-25, with-24)
nmod(interactions-23, drugs-25)
nsubj(inhibit-27, that-26)
acl:relcl(drugs-25, inhibit-27)
cc(inhibit-27, or-28)
auxpass(metabolized-30, are-29)
conj(inhibit-27, metabolized-30)
